Unnamed: 0,Unnamed: 1,IC Engine Test Report,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,"_x000D_
Organization Name: _x000D_
Operator Name: _x000D_
_x000D_
Date: 03 Aug 2024	Time: 15:22_x000D_
_x000D_
Engine Parameter:_x000D_
Max. Power: 6.0kW, Max. Speed: 1800.0RPM, Max. Torque: 30.0Nm, No of Cylinder: 1, Stroke: 4, Stroke Length: 110.0mm, Cylinder Bore: 87.5mm, Compression Ratio: 21.5, Swept Volume: 661.5cc, Connecting Rod: 235.0mm, Orifice Diameter: 20.0mm, Coefficient of discharge: 0.64, Arm Length: 240.0mm, Calorific Value Of Fuel: 37852.0(kJ/kg), Fuel Density: 885.2(kg/m^3), Water Density: 1000.0(kg/m^3), Air Density: 1.2(kg/m^3), Sp. Heat of Water: 4.2(kJ/kg), Sp. Heat of Gas: 1.005(kJ/kg), Fuel Pipe Dia: 0.0(mm), _x000D_
_x000D_
Remarks:_x000D_
KOB100",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
C. Angle,Pressure,Volume,R.P.R,Log P.,Log V.,MFB,NHR,MGT,CHRR
-360,2.59,32.95,-15.7,3.49,0.95,0,-10.23,15.55,0
-359,2.63,33.02,0.04,3.5,0.97,0,-0.33,15.8,0
-358,2.66,33.23,0.03,3.5,0.98,0,-0.24,16.11,0
-357,2.69,33.59,0.02,3.51,0.99,0,-0.11,16.43,0
-356,2.7,34.09,0.01,3.53,0.99,0,0.03,16.77,0
-355,2.7,34.74,0,3.55,0.99,0,0.17,17.08,0
-354,2.7,35.53,-0.01,3.57,0.99,0,0.27,17.44,0
-353,2.68,36.46,-0.01,3.6,0.99,0,0.36,17.81,0
-352,2.67,37.53,-0.02,3.63,0.98,0,0.45,18.22,0
-351,2.65,38.74,-0.03,3.66,0.97,0,0.59,18.65,0
-350,2.61,40.1,-0.04,3.69,0.96,0,0.73,19.05,0
-349,2.57,41.59,-0.04,3.73,0.94,0,0.85,19.47,0
-348,2.52,43.22,-0.05,3.77,0.93,0,1.01,19.85,0
-347,2.47,44.99,-0.06,3.81,0.9,0,1.11,20.21,0
-346,2.41,46.9,-0.06,3.85,0.88,0,1.18,20.58,0.01
-345,2.35,48.94,-0.06,3.89,0.86,0,1.24,20.97,0.01
-344,2.29,51.12,-0.06,3.93,0.83,0,1.33,21.35,0.01
-343,2.23,53.44,-0.06,3.98,0.8,0,1.43,21.71,0.01
-342,2.17,55.88,-0.06,4.02,0.77,0,1.51,22.06,0.01
-341,2.1,58.46,-0.06,4.07,0.74,0,1.56,22.38,0.01
-340,2.04,61.17,-0.06,4.11,0.71,0,1.59,22.72,0.01
-339,1.98,64,-0.06,4.16,0.68,0,1.63,23.05,0.02
-338,1.92,66.97,-0.06,4.2,0.65,0,1.65,23.38,0.02
-337,1.86,70.06,-0.06,4.25,0.62,0,1.63,23.72,0.02
-336,1.81,73.27,-0.05,4.29,0.59,0,1.58,24.1,0.02
-335,1.76,76.6,-0.05,4.34,0.56,0,1.63,24.52,0.02
-334,1.71,80.06,-0.05,4.38,0.53,0,1.75,24.86,0.02
-333,1.65,83.63,-0.05,4.43,0.5,0,1.84,25.15,0.03
-332,1.6,87.33,-0.05,4.47,0.47,0,1.83,25.4,0.03
-331,1.55,91.13,-0.04,4.51,0.44,0,1.68,25.69,0.03
-330,1.51,95.05,-0.03,4.55,0.41,0,1.44,26.12,0.03
-329,1.48,99.08,-0.03,4.6,0.39,0,1.25,26.69,0.03
-328,1.46,103.22,-0.02,4.64,0.38,0,1.1,27.36,0.03
-327,1.44,107.46,-0.02,4.68,0.36,0,1.14,28.15,0.03
-326,1.42,111.81,-0.02,4.72,0.35,0,1.27,28.8,0.04
-325,1.39,116.26,-0.02,4.76,0.33,0,1.31,29.46,0.04
-324,1.37,120.81,-0.02,4.79,0.31,0,1.18,30.07,0.04
-323,1.35,125.46,-0.01,4.83,0.3,0,0.93,30.9,0.04
-322,1.34,130.2,-0.01,4.87,0.3,0,0.85,31.84,0.04
-321,1.33,135.04,-0.01,4.91,0.29,0,0.75,32.8,0.04
-320,1.33,139.96,0,4.94,0.29,0,0.64,33.89,0.04
-319,1.33,144.97,0,4.98,0.28,0,0.58,35.02,0.04
-318,1.33,150.07,0,5.01,0.28,0,0.55,36.23,0.04
-317,1.32,155.24,0,5.04,0.28,0,0.59,37.43,0.04
-316,1.32,160.5,0,5.08,0.28,0,0.68,38.65,0.04
-315,1.32,165.83,0,5.11,0.28,0,0.63,39.78,0.04
-314,1.32,171.24,0,5.14,0.28,0,0.27,41.1,0.05
-313,1.33,176.71,0.01,5.17,0.28,0,0.06,42.7,0.05
-312,1.34,182.26,0.01,5.21,0.29,0,0.21,44.32,0.05
-311,1.34,187.87,0,5.24,0.29,0,0.46,45.8,0.05
-310,1.34,193.54,0,5.27,0.29,0,0.72,47.18,0.05
-309,1.33,199.27,-0.01,5.29,0.29,0,0.97,48.38,0.05
-308,1.33,205.05,0,5.32,0.28,0,0.73,49.49,0.05
-307,1.33,210.89,0,5.35,0.28,0,0.28,51,0.05
-306,1.33,216.78,0.01,5.38,0.29,0,0.09,52.67,0.05
-305,1.34,222.72,0.01,5.41,0.3,0,0.14,54.46,0.05
-304,1.35,228.7,0,5.43,0.3,0,0.38,56.11,0.05
-303,1.35,234.72,0,5.46,0.3,0,0.66,57.65,0.05
-302,1.35,240.79,0,5.48,0.3,0,0.93,58.99,0.05
-301,1.34,246.88,0,5.51,0.29,0,0.68,60.24,0.05
-300,1.34,253.01,0,5.53,0.3,0,0.3,61.88,0.05
-299,1.35,259.17,0.01,5.56,0.3,0,0.17,63.6,0.05
-298,1.35,265.35,0,5.58,0.3,0,0.26,65.43,0.05
-297,1.36,271.56,0,5.6,0.31,0,0.35,67.06,0.05
-296,1.36,277.78,0,5.63,0.31,0,0.7,68.82,0.05
-295,1.35,284.03,-0.01,5.65,0.3,0,1.25,70.05,0.05
-294,1.35,290.28,-0.01,5.67,0.3,0,1.08,71.16,0.06
-293,1.34,296.55,0,5.69,0.3,0,0.51,72.58,0.06
-292,1.35,302.83,0.01,5.71,0.3,0,0,74.36,0.06
-291,1.36,309.11,0.01,5.73,0.31,0,-0.09,76.4,0.06
-290,1.36,315.4,0,5.75,0.31,0,0.32,78.31,0.06
-289,1.36,321.68,0,5.77,0.31,0,0.7,79.87,0.06
-288,1.36,327.96,0,5.79,0.31,0,0.84,81.33,0.06
-287,1.36,334.24,0,5.81,0.31,0,0.89,82.73,0.06
-286,1.36,340.51,0,5.83,0.31,0,0.77,84.13,0.06
-285,1.36,346.76,0,5.85,0.31,0,0.72,85.65,0.06
-284,1.36,353,0,5.87,0.3,0,0.71,87.1,0.06
-283,1.36,359.23,0,5.88,0.3,0,0.43,88.62,0.06
-282,1.36,365.44,0,5.9,0.31,0,0.47,90.39,0.06
-281,1.36,371.62,0,5.92,0.31,0,1.17,91.86,0.06
-280,1.35,377.78,0,5.93,0.3,0,0.97,92.78,0.06
-279,1.35,383.91,0,5.95,0.3,0,0.17,94.46,0.06
-278,1.36,390.02,0.01,5.97,0.3,0,-0.27,96.3,0.06
-277,1.37,396.09,0.01,5.98,0.31,0,-0.32,98.51,0.06
-276,1.37,402.13,0,6,0.32,0,0.14,100.4,0.06
-275,1.37,408.14,0,6.01,0.32,0,0.32,102.06,0.06
-274,1.38,414.1,0,6.03,0.32,0,0.4,103.72,0.06
-273,1.38,420.03,0,6.04,0.32,0,0.35,105.27,0.06
-272,1.38,425.91,0.01,6.05,0.32,0,-0.18,106.98,0.06
-271,1.39,431.76,0.01,6.07,0.33,0,-0.35,109.12,0.06
-270,1.39,437.55,0.01,6.08,0.33,0,-0.21,111.02,0.06
-269,1.4,443.3,0.01,6.09,0.34,0,-0.4,112.99,0.06
-268,1.41,449,0.01,6.11,0.34,0,-0.36,115.11,0.06
-267,1.41,454.65,0,6.12,0.35,0,-0.07,117.02,0.06
-266,1.42,460.24,0,6.13,0.35,0,0.32,118.77,0.06
-265,1.42,465.79,0,6.14,0.35,0,0.01,120.18,0.06
-264,1.43,471.27,0.01,6.16,0.35,0,-0.63,122.29,0.06
-263,1.43,476.7,0.01,6.17,0.36,0,-0.46,124.43,0.06
-262,1.44,482.07,0,6.18,0.36,0,-0.02,126.31,0.06
-261,1.44,487.39,0,6.19,0.37,0,0.49,127.92,0.06
-260,1.44,492.64,0,6.2,0.36,0,0.54,129.16,0.06
-259,1.44,497.83,0,6.21,0.37,0,0.29,130.67,0.06
-258,1.44,502.96,0,6.22,0.37,0,0.48,132.17,0.06
-257,1.44,508.02,0,6.23,0.37,0,0.9,133.41,0.07
-256,1.44,513.02,0,6.24,0.36,0,0.28,134.38,0.07
-255,1.45,517.96,0,6.25,0.37,0,-0.15,136.32,0.07
-254,1.45,522.83,0,6.26,0.37,0,-0.04,137.74,0.07
-253,1.45,527.63,0,6.27,0.37,0,-0.19,139.52,0.06
-252,1.46,532.36,0,6.28,0.38,0,0.23,141.08,0.07
-251,1.46,537.03,0,6.29,0.38,0,0.34,142.34,0.07
-250,1.46,541.63,0,6.29,0.38,0,0.44,143.72,0.07
-249,1.46,546.16,0,6.3,0.38,0,0.45,144.81,0.07
-248,1.46,550.61,0,6.31,0.38,0,0.15,146.14,0.07
-247,1.46,555,0,6.32,0.38,0,-0.16,147.54,0.07
-246,1.47,559.32,0,6.33,0.38,0,-0.24,149.19,0.07
-245,1.47,563.57,0.01,6.33,0.38,0,-0.46,150.65,0.07
-244,1.48,567.74,0.01,6.34,0.39,0,-0.64,152.52,0.07
-243,1.48,571.85,0,6.35,0.39,0,-0.02,154.15,0.07
-242,1.48,575.88,0,6.36,0.39,0,0.8,155.25,0.07
-241,1.48,579.85,0,6.36,0.39,0,0.72,155.88,0.07
-240,1.48,583.74,0,6.37,0.39,0,0.24,157.02,0.07
-239,1.48,587.55,0,6.38,0.39,0,-0.41,158.16,0.07
-238,1.49,591.3,0.01,6.38,0.4,0,-0.82,160.02,0.07
-237,1.49,594.98,0.01,6.39,0.4,0,-0.54,161.62,0.07
-236,1.5,598.58,0,6.39,0.4,0,-0.37,163.1,0.06
-235,1.5,602.11,0,6.4,0.41,0,-0.24,164.46,0.06
-234,1.5,605.58,0,6.41,0.41,0,-0.27,165.75,0.06
-233,1.51,608.97,0,6.41,0.41,0,0.63,167.09,0.06
-232,1.5,612.29,0,6.42,0.41,0,1.11,167.27,0.07
-231,1.5,615.53,0,6.42,0.41,0,-0.13,168.01,0.07
-230,1.51,618.71,0.01,6.43,0.41,0,-0.93,169.6,0.06
-229,1.51,621.82,0.01,6.43,0.41,0,-0.83,171.23,0.06
-228,1.52,624.86,0,6.44,0.42,0,0.04,172.68,0.06
-227,1.52,627.82,0,6.44,0.42,0,1,173.23,0.07
-226,1.51,630.72,0,6.45,0.41,0,1.15,173.49,0.07
-225,1.51,633.55,0,6.45,0.41,0,0.42,173.82,0.07
-224,1.51,636.31,0,6.46,0.41,0,-0.21,174.9,0.07
-223,1.51,639,0,6.46,0.41,0,-0.6,175.93,0.07
-222,1.52,641.62,0.01,6.46,0.42,0,-0.96,177.43,0.06
-221,1.53,644.18,0,6.47,0.42,0,-0.66,178.82,0.06
-220,1.53,646.66,0,6.47,0.42,0,-0.12,179.93,0.06
-219,1.53,649.08,0,6.48,0.42,0,0.63,180.66,0.06
-218,1.52,651.43,0,6.48,0.42,0,0.68,180.83,0.07
-217,1.52,653.72,0,6.48,0.42,0,-0.54,181.45,0.06
-216,1.53,655.94,0.01,6.49,0.43,0,-1.84,183.02,0.06
-215,1.55,658.09,0.01,6.49,0.44,0,-2.07,185.12,0.06
-214,1.56,660.18,0.01,6.49,0.44,0,-1.5,186.94,0.06
-213,1.56,662.2,0,6.5,0.45,0,-0.78,188.33,0.06
-212,1.57,664.16,0,6.5,0.45,0,0.15,189.26,0.06
-211,1.56,666.06,0,6.5,0.45,0,0.54,189.51,0.06
-210,1.56,667.89,0,6.5,0.45,0,0.14,189.93,0.06
-209,1.56,669.65,0,6.51,0.45,0,-0.19,190.61,0.06
-208,1.57,671.35,0,6.51,0.45,0,-0.48,191.38,0.06
-207,1.57,672.99,0,6.51,0.45,0,-0.84,192.35,0.06
-206,1.58,674.57,0,6.51,0.45,0,-0.33,193.51,0.06
-205,1.58,676.08,0,6.52,0.45,0,0.33,193.83,0.06
-204,1.57,677.54,0,6.52,0.45,0,0.79,194.17,0.06
-203,1.57,678.93,0,6.52,0.45,0,0.69,193.91,0.06
-202,1.57,680.25,0,6.52,0.45,0,-0.32,194.32,0.06
-201,1.57,681.52,0,6.52,0.45,0,-0.85,195.2,0.06
-200,1.58,682.73,0,6.53,0.46,0,-0.54,196.2,0.06
-199,1.58,683.87,0,6.53,0.46,0,-0.21,196.68,0.06
-198,1.58,684.96,0,6.53,0.46,0,0.16,197.24,0.06
-197,1.58,685.99,0,6.53,0.46,0,0.69,197.24,0.06
-196,1.58,686.95,0,6.53,0.46,0,0.34,197.13,0.06
